fonction,localisation,experience,management,diplome,secteur,salaire_min_k,salaire_moyen_k,salaire_max_k,note,source
Ruby engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"44,19 K€","49,10 K€","61,37 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"46,20 K€","51,34 K€","64,17 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"48,22 K€","53,58 K€","66,97 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"50,24 K€","55,82 K€","69,77 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"52,25 K€","58,06 K€","72,57 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"54,27 K€","60,30 K€","75,37 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"60,32 K€","67,02 K€","83,77 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"64,35 K€","71,50 K€","89,37 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"74,43 K€","82,70 K€","103,37 K€",effectif,DataRecrutement
Ruby engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"104,67 K€","116,30 K€","145,37 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"45,47 K€","50,53 K€","63,16 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"47,55 K€","52,83 K€","66,04 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"49,62 K€","55,14 K€","68,92 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"51,70 K€","57,44 K€","71,80 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"53,77 K€","59,75 K€","74,69 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"55,85 K€","62,05 K€","77,57 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"62,07 K€","68,97 K€","86,21 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"66,22 K€","73,58 K€","91,98 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"76,60 K€","85,11 K€","106,38 K€",effectif,DataRecrutement
Scala engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"107,72 K€","119,69 K€","149,61 K€",effectif,DataRecrutement
Android engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"45,47 K€","50,53 K€","63,16 K€",effectif,DataRecrutement
Android engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"47,55 K€","52,83 K€","66,04 K€",effectif,DataRecrutement
Android engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"49,62 K€","55,14 K€","68,92 K€",effectif,DataRecrutement
Android engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"51,70 K€","57,44 K€","71,80 K€",effectif,DataRecrutement
Android engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"53,77 K€","59,75 K€","74,69 K€",effectif,DataRecrutement
Android engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"55,85 K€","62,05 K€","77,57 K€",effectif,DataRecrutement
Android engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"62,07 K€","68,97 K€","86,21 K€",effectif,DataRecrutement
Android engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"66,22 K€","73,58 K€","91,98 K€",effectif,DataRecrutement
Android engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"76,60 K€","85,11 K€","106,38 K€",effectif,DataRecrutement
Android engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"107,72 K€","119,69 K€","149,61 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"45,90 K€","51,00 K€","63,75 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"48,00 K€","53,33 K€","66,66 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"50,09 K€","55,66 K€","69,57 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"52,19 K€","57,98 K€","72,48 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"54,28 K€","60,31 K€","75,39 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"56,38 K€","62,64 K€","78,30 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"62,66 K€","69,62 K€","87,03 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"66,85 K€","74,27 K€","92,84 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"77,32 K€","85,91 K€","107,39 K€",effectif,DataRecrutement
iOS engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"108,73 K€","120,81 K€","151,02 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"47,19 K€","52,43 K€","65,54 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"48,92 K€","54,36 K€","67,95 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"50,65 K€","56,28 K€","70,35 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"52,39 K€","58,21 K€","72,76 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"54,12 K€","60,13 K€","75,16 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"55,85 K€","62,05 K€","77,57 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"61,04 K€","67,83 K€","84,78 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"64,51 K€","71,68 K€","89,59 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"73,17 K€","81,30 K€","101,62 K€",effectif,DataRecrutement
Devops / SRE engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"99,14 K€","110,16 K€","137,70 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"48,05 K€","53,39 K€","66,73 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"51,53 K€","57,25 K€","71,57 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"55,01 K€","61,12 K€","76,40 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"58,49 K€","64,98 K€","81,23 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"61,97 K€","68,85 K€","86,06 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"65,44 K€","72,72 K€","90,90 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"75,88 K€","84,31 K€","105,39 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"82,84 K€","92,04 K€","115,06 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"100,24 K€","111,37 K€","139,22 K€",effectif,DataRecrutement
Head of Infrastructure / Cloud Architect,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"152,42 K€","169,36 K€","211,70 K€",effectif,DataRecrutement
QA engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"38,61 K€","42,90 K€","53,63 K€",effectif,DataRecrutement
QA engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"40,37 K€","44,86 K€","56,07 K€",effectif,DataRecrutement
QA engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"42,13 K€","46,82 K€","58,52 K€",effectif,DataRecrutement
QA engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"43,90 K€","48,77 K€","60,97 K€",effectif,DataRecrutement
QA engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"45,66 K€","50,73 K€","63,41 K€",effectif,DataRecrutement
QA engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"47,42 K€","52,69 K€","65,86 K€",effectif,DataRecrutement
QA engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"52,70 K€","58,56 K€","73,20 K€",effectif,DataRecrutement
QA engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"56,23 K€","62,47 K€","78,09 K€",effectif,DataRecrutement
QA engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"65,03 K€","72,26 K€","90,33 K€",effectif,DataRecrutement
QA engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"91,46 K€","101,62 K€","127,03 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"42,90 K€","47,67 K€","59,58 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"44,86 K€","49,84 K€","62,30 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"46,82 K€","52,02 K€","65,02 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"48,77 K€","54,19 K€","67,74 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"50,73 K€","56,37 K€","70,46 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"52,69 K€","58,54 K€","73,18 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"58,56 K€","65,07 K€","81,33 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"62,47 K€","69,42 K€","86,77 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"72,26 K€","80,29 K€","100,36 K€",effectif,DataRecrutement
Network Security engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"101,62 K€","112,91 K€","141,14 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"46,38 K€","51,53 K€","64,41 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"48,49 K€","53,88 K€","67,35 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"50,61 K€","56,23 K€","70,29 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"52,72 K€","58,58 K€","73,23 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"54,84 K€","60,93 K€","76,16 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"56,95 K€","63,28 K€","79,10 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"63,30 K€","70,34 K€","87,92 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"67,53 K€","75,04 K€","93,80 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"78,11 K€","86,79 K€","108,49 K€",effectif,DataRecrutement
Machine Learning Engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"109,85 K€","122,06 K€","152,57 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"51,35 K€","57,06 K€","71,32 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"53,69 K€","59,66 K€","74,58 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"56,04 K€","62,26 K€","77,83 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"58,38 K€","64,87 K€","81,08 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"60,72 K€","67,47 K€","84,34 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"63,07 K€","70,07 K€","87,59 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"70,09 K€","77,88 K€","97,35 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"74,78 K€","83,09 K€","103,86 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"86,50 K€","96,11 K€","120,13 K€",effectif,DataRecrutement
Data Scientist,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"121,64 K€","135,15 K€","168,94 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"43,96 K€","48,84 K€","61,05 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"47,14 K€","52,38 K€","65,47 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"50,32 K€","55,91 K€","69,89 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"53,50 K€","59,45 K€","74,31 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"56,69 K€","62,99 K€","78,73 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"59,87 K€","66,52 K€","83,15 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"69,42 K€","77,13 K€","96,42 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"75,78 K€","84,21 K€","105,26 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"91,70 K€","101,89 K€","127,36 K€",effectif,DataRecrutement
Data Engineer,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"139,44 K€","154,94 K€","193,67 K€",effectif,DataRecrutement
Data Manager,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"39,92 K€","44,36 K€","55,45 K€",effectif,DataRecrutement
Data Manager,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"41,74 K€","46,38 K€","57,98 K€",effectif,DataRecrutement
Data Manager,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"43,57 K€","48,41 K€","60,51 K€",effectif,DataRecrutement
Data Manager,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"45,39 K€","50,43 K€","63,04 K€",effectif,DataRecrutement
Data Manager,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"47,21 K€","52,45 K€","65,57 K€",effectif,DataRecrutement
Data Manager,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"49,03 K€","54,48 K€","68,10 K€",effectif,DataRecrutement
Data Manager,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"54,49 K€","60,55 K€","75,69 K€",effectif,DataRecrutement
Data Manager,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"58,14 K€","64,60 K€","80,75 K€",effectif,DataRecrutement
Data Manager,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"67,25 K€","74,72 K€","93,40 K€",effectif,DataRecrutement
Data Manager,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"94,57 K€","105,07 K€","131,34 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"42,34 K€","47,05 K€","58,81 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"44,27 K€","49,19 K€","61,49 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"46,21 K€","51,34 K€","64,18 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"48,14 K€","53,49 K€","66,86 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"50,07 K€","55,63 K€","69,54 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"52,00 K€","57,78 K€","72,23 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,8 ans,Pas de management,Bac +5,DeepTech,"57,80 K€","64,22 K€","80,28 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,10 ans,Pas de management,Bac +5,DeepTech,"61,66 K€","68,51 K€","85,64 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,15 ans,Pas de management,Bac +5,DeepTech,"71,32 K€","79,25 K€","99,06 K€",effectif,DataRecrutement
Web Data Analyst,Île-de-France,30 ans,Pas de management,Bac +5,DeepTech,"100,30 K€","111,44 K€","139,31 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,0 ans,Pas de management,Bac +5,DeepTech,"41,89 K€","46,55 K€","58,18 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,1 ans,Pas de management,Bac +5,DeepTech,"43,80 K€","48,67 K€","60,84 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,2 ans,Pas de management,Bac +5,DeepTech,"45,72 K€","50,79 K€","63,49 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,3 ans,Pas de management,Bac +5,DeepTech,"47,63 K€","52,92 K€","66,15 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,4 ans,Pas de management,Bac +5,DeepTech,"49,54 K€","55,04 K€","68,80 K€",effectif,DataRecrutement
Data Analyst,Île-de-France,5 ans,Pas de management,Bac +5,DeepTech,"51,45 K€","57,17 K€","71,46 K€",effectif,DataRecrutement
